value,period,region,indID,dsID,source,is_number
0,1980,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1984,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1986,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1987,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1988,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1990,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1991,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1992,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1993,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1994,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1995,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1996,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1997,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1998,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1999,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2000,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2001,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2002,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2003,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2004,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2005,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2006,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2007,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2008,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2009,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2010,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2011,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2012,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2013,MWI,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1984,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1986,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1987,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1988,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1990,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1991,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1992,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1993,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1994,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1995,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1996,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1997,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1998,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1999,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2000,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2001,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2002,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2003,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2004,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2005,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2006,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2007,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2008,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2009,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2010,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2011,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2012,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2013,NAM,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1984,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1985,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1986,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1987,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1988,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1990,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1991,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1992,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1993,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1994,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1995,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1996,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1997,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1998,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1999,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2000,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2001,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2002,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2003,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2004,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2005,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2006,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2007,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2008,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2009,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2010,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2011,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2012,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2013,NER,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1984,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1986,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1987,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1988,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1990,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1991,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1992,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1993,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1994,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1995,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1996,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1997,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1998,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1999,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2000,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2001,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2002,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2003,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2004,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2005,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2006,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2007,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2008,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2009,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2010,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2011,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2012,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2013,NGA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1984,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1986,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1987,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1988,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1990,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1991,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1992,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1993,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1994,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1995,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1996,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1997,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1998,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1999,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2000,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2001,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2002,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2003,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2004,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2005,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2006,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2007,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2008,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2009,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2010,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2011,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2012,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2013,NPL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1984,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1986,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1987,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1988,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1990,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1991,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
4,1992,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1993,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1994,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1995,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1996,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1997,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1998,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1999,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2000,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2001,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2002,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2003,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2004,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2005,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2006,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2007,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2008,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
4,2009,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2010,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2011,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2012,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2013,PAK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,1984,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1985,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,1986,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1987,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1988,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
6,1989,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
6,1990,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
4,1991,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1992,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
7,1993,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
9,1994,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
5,1995,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1996,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1997,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,1998,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,1999,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2000,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2001,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2002,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
4,2003,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2004,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2005,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
8,2006,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
4,2007,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
9,2008,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
13,2009,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
5,2010,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
5,2011,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
5,2012,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
7,2013,PHL,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1984,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1986,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1987,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1988,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1990,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1991,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1992,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1993,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1994,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1995,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1996,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1997,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1998,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1999,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2000,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2001,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
3,2002,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2003,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2004,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2005,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2006,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2007,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2008,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2009,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2010,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2011,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2012,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2013,PRK,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1984,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1985,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1986,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1987,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1988,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1990,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1991,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1992,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1993,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1994,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1995,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1996,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1997,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1998,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1999,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2000,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2001,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2002,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2003,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2004,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2005,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2006,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2007,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2008,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2009,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2010,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2011,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2012,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2013,RWA,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1980,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1981,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1982,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1983,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1984,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1985,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1986,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1987,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,1988,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1989,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1990,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1991,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1992,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1993,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1994,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1995,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1996,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,1997,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1998,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,1999,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2000,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2001,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2002,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2003,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
0,2004,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
2,2005,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
1,2006,SDN,RW002,reliefweb,http://api.rwlabs.org/v1/disasters,1.0
